id,poster_name,post_source_id,post_source_name,post_source_members,post_url,post_id,post_source_type,post_type,post_text,post_tokens,post_join_text,post_sentiment,post_intent,post_date,post_reaction_count,post_language,post_hashtags,post_source_url,poster_url,post_keywords,post_date_std
668,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8zNzM3MzY4MzUwODYyOTY=,Ali Alkaya,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=373736835086296,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8zNzM3MzY4MzUwODYyOTY=,facebook,comment hashtag,"Councilman, there is no more waste and glory than we have seen. May God bless our end.",,,positive,,2024-05-14T19:41:39.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['Councilman', 'no more waste', 'glory', 'May God', 'end']",14/05/2024
669,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNTk0NDg5MDI0NzMwNTE3,Şenol Ergül,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=1594489024730517,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNTk0NDg5MDI0NzMwNTE3,facebook,comment hashtag,Savings. No one rides a tog. The governors are the ministers.,,,negative,,2024-05-14T15:45:35.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['Savings', 'No one', 'a tog', 'The governors', 'the ministers']",14/05/2024
670,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV85NjY3NzAyMDE2NDIxOTQ=,Emin Ali Erdem,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=966770201642194,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV85NjY3NzAyMDE2NDIxOTQ=,facebook,comment hashtag,And I do not accept the failure of promises.,,,negative,,2024-05-14T15:05:40.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['not accept', 'the failure', 'promises']",14/05/2024
671,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNzc3Mjk3OTkyNzYyNjcx,Yuksel Saglam,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=1777297992762671,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNzc3Mjk3OTkyNzYyNjcx,facebook,comment hashtag,Let them get in the Mercedes and we can save money.,,,negative,,2024-05-14T11:23:56.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['the Mercedes', 'money']",14/05/2024
672,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNjUzMDM0NzM4ODYxNDEw,Muhammet Birinci,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=1653034738861410,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNjUzMDM0NzM4ODYxNDEw,facebook,comment hashtag,"Your Honor, they don't bring a gradual pension to those who took 1.2.3th with a single day, but they don't take this injustice to the highest degree, but they're taking the state's property for granted on the other side of the world.",,,positive,,2024-05-14T10:27:31.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['Honor', ""n't bring"", 'a gradual pension', 'a single day', ""n't take"", 'this injustice', 'the highest degree', 'the state', 'property', 'the other side', 'the world']",14/05/2024
673,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNDI0MTgxNDc1MTI4NTE4,Hasan Gemici,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=1424181475128518,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNDI0MTgxNDc1MTI4NTE4,facebook,comment hashtag,"That's the way it is, Congressman. Their goal is never to give up their own luxury. It's a guaranteed five-payer. It's a guarantee to the contractors.",,,positive,,2024-05-14T09:50:37.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['the way', 'Congressman', 'goal', 'own luxury', 'a guaranteed five-payer', 'a guarantee', 'the contractors']",14/05/2024
674,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNTA1NjE4NzgzMzYxMzYy,Cengiz Kaya,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=1505618783361362,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xNTA1NjE4NzgzMzYxMzYy,facebook,comment hashtag,It's a shame people are still walking after them. They say it's a waste of money.,,,negative,,2024-05-14T08:39:09.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['a shame people', 'still walking', 'a waste', 'money']",14/05/2024
675,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xOTAzNjg5MjEwMDkxOTE2,Hasan Çömert,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=1903689210091916,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xOTAzNjg5MjEwMDkxOTE2,facebook,comment hashtag,give me a chance to get out of here.,,,positive,,2024-05-14T07:14:39.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,['a chance'],14/05/2024
676,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xMTE2ODgxNjY2MDk0NDg1,Bülent Saraç,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=1116881666094485,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV8xMTE2ODgxNjY2MDk0NDg1,facebook,comment hashtag,"The owners of power have been around for years, but when it comes to public workers and citizens, if they want to save money, they have to make a living in their own comforts first, not by taking private planes to dinner as a family.",,,negative,,2024-05-14T07:08:48.000Z,1,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['The owners', 'power', 'years', 'public workers', 'citizens', 'money', 'a living', 'own comforts', 'private planes', 'a family']",14/05/2024
677,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV83NjQ5OTMxMDI0Nzc2MDM=,Izzet Dilli,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=764993102477603,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV83NjQ5OTMxMDI0Nzc2MDM=,facebook,comment hashtag,"They didn't come to me as austerity measures. They told me about normalisation. First, you have to go back to normal, then you have to take austerity measures.",,,neutral,,2024-05-14T07:01:24.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"[""n't come"", 'austerity measures', 'normalisation', 'First', 'normal', 'austerity measures']",14/05/2024
678,10230077549577839,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV80MDkyMDAzMTU0MTcwMjY=,Erdal Kandil Erdal,0,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl?comment_id=409200315417026,Y29tbWVudDoxMDIzMDA3NzU0OTU3NzgzOV80MDkyMDAzMTU0MTcwMjY=,facebook,comment hashtag,They still mock our minds. Turkish people do not deserve them.,,,negative,,2024-05-14T06:32:06.000Z,0,en,[],https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,https://www.facebook.com/yavuzaydin61/posts/pfbid0eJhs4zvtoTDmfBFBK1xitvBqQMGz4eztjJPZR9ZW78YsXJUMxovFJreyZfmoECLUl,"['still mock', 'minds', 'Turkish people', 'not deserve']",14/05/2024
679,AK Parti Aydın,2543931902455708,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2F_u%2Fakpartiaydinn&h=AT1pEltOMIbqc92qaK-siAlOsE8TnaIDdVZ88nHFwM1MUgokAno-tErXmt41btmxRjmkODWrqLWd3EKl3XHUwjiGpNEJkloTqGuWX9BxzOAVEae324XFx8_eVsB_wDIgS7hIGBAmE6G-17P4FFFx&s=1,0,https://www.facebook.com/reel/2543931902455708/,UzpfSTE3ODQxNDU2Mzk0MTY1MTY1OlZLOjI1NDM5MzE5MDI0NTU3MDg=,facebook,admin post hashtag,"It's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right, it's all right.",,,positive,,2024-05-13T09:55:44.000Z,26,en,[],https://www.facebook.com/reel/2543931902455708/,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2F_u%2Fakpartiaydinn&h=AT1pEltOMIbqc92qaK-siAlOsE8TnaIDdVZ88nHFwM1MUgokAno-tErXmt41btmxRjmkODWrqLWd3EKl3XHUwjiGpNEJkloTqGuWX9BxzOAVEae324XFx8_eVsB_wDIgS7hIGBAmE6G-17P4FFFx&s=1,['all right'],13/05/2024
680,Bağımsız Türkiye Partisi,881407634013079,https://www.facebook.com/btp.parti,0,https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,UzpfSTEwMDA2NDMxNTUyNDM4Nzo4ODE0MDc2MzQwMTMwNzk6ODgxNDA3NjM0MDEzMDc5,facebook,admin post hashtag,"There is no savings in privatisation, there is no savings in the public when you waste money, there is no savings in the public when you take away the taxes of billions of dollars of non-profits, but there is a savings in the water that you drink.",,,neutral,,2024-05-23T20:31:42.000Z,71,en,[],https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,https://www.facebook.com/btp.parti,"['no savings', 'privatisation', 'no savings', 'the public', 'money', 'no savings', 'the public', 'the taxes', 'billions', 'dollars', 'non-profits', 'a savings', 'the water']",23/05/2024
681,881407634013079,Y29tbWVudDo4ODE0MDc2MzQwMTMwNzlfODMyMjM3MTk0OTExNDc0,Mustafa Tarhanlı,0,https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl?comment_id=832237194911474,Y29tbWVudDo4ODE0MDc2MzQwMTMwNzlfODMyMjM3MTk0OTExNDc0,facebook,comment hashtag,The solution is in the national economic model,,,positive,,2024-05-24T06:11:45.000Z,0,en,[],https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,"['The solution', 'the national economic model']",24/05/2024
682,881407634013079,Y29tbWVudDo4ODE0MDc2MzQwMTMwNzlfODQzMDk1ODg0MzUwMzU0,Yasin Genç,0,https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl?comment_id=843095884350354,Y29tbWVudDo4ODE0MDc2MzQwMTMwNzlfODQzMDk1ODg0MzUwMzU0,facebook,comment hashtag,"Erdoğan must follow your example, President.",,,positive,,2024-05-24T09:04:02.000Z,0,en,[],https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,"['Erdoğan', 'example', 'President']",24/05/2024
683,881407634013079,Y29tbWVudDo4ODE0MDc2MzQwMTMwNzlfMTQ4NzgxNjExNTEzOTEwMA==,Meral Bilici,0,https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl?comment_id=1487816115139100,Y29tbWVudDo4ODE0MDc2MzQwMTMwNzlfMTQ4NzgxNjExNTEzOTEwMA==,facebook,comment hashtag,You don't know he sold the country. He made a deal with the PKK in Iraq.,,,negative,,2024-05-23T20:46:20.000Z,0,en,[],https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,https://www.facebook.com/btp.parti/posts/pfbid02tUBaVUnaQUCRtJQsmsrCunZdkC42MCpezrfu8Rct2Tr9H8sHXfarboSRt6iW53CUl,"[""n't know"", 'the country', 'a deal', 'the PKK', 'Iraq']",23/05/2024
684,Can Ataklı,1006937804137541,https://www.facebook.com/AtakliCan,0,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,UzpfSTEwMDA0NDYzOTkxMDE0OToxMDA2OTM3ODA0MTM3NTQxOjEwMDY5Mzc4MDQxMzc1NDE=,facebook,admin post hashtag,"Did you know that during the announcement of the saving of the language, their meeting at the luxury hotels took place? You can watch this video and learn about the expenses and the luxury hotel preferences.",,,positive,,2024-05-15T17:02:10.000Z,63,en,[],https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,https://www.facebook.com/AtakliCan,"['Did', 'the announcement', 'the saving', 'the language', 'meeting', 'the luxury hotels', 'place', 'this video', 'the expenses', 'the luxury hotel preferences']",15/05/2024
685,1006937804137541,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzE0MzE3MTk4NjEwNDg2ODg=,Levent Alper,0,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl?comment_id=1431719861048688,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzE0MzE3MTk4NjEwNDg2ODg=,facebook,comment hashtag,"What if someone we love so much as a human being and then, as a journalist, who we consider to be our loved one, leaves the flash TV without informing us and then does not make any statement on social media, and when you are reporting the news, you are angry about why you have no contact with the free private Erdoğan.",,,negative,,2024-05-15T17:33:44.000Z,5,en,[],https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,"['someone', 'human', 'a journalist', 'loved', 'the flash TV', 'then does', 'not make', 'any statement', 'social media', 'the news', 'angry', 'no contact', 'the free private Erdoğan']",15/05/2024
686,1006937804137541,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzEyMDkyMTQwMzA0NDgxNDM=,Inci Erman,0,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl?comment_id=1209214030448143,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzEyMDkyMTQwMzA0NDgxNDM=,facebook,comment hashtag,"Mr. Can, we can't see you on flash TV. Not everyone wants to make a statement.",,,neutral,,2024-05-15T17:33:51.000Z,0,en,[],https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,"['Mr. Can', ""n't see"", 'flash TV', 'everyone', 'a statement']",15/05/2024
687,1006937804137541,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzkyOTg3MjU2NTU1MjgwOQ==,Rahim Öksüz,0,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl?comment_id=929872565552809,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzkyOTg3MjU2NTU1MjgwOQ==,facebook,comment hashtag,We can no longer see you on the flash-forward.,,,negative,,2024-05-15T17:21:35.000Z,1,en,[],https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,"['longer see', 'the flash-forward']",15/05/2024
688,1006937804137541,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzQ0MDUxMDg2ODYwMTUyMw==,Aytekin Ersoy,0,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl?comment_id=440510868601523,Y29tbWVudDoxMDA2OTM3ODA0MTM3NTQxXzQ0MDUxMDg2ODYwMTUyMw==,facebook,comment hashtag,"The mosques go empty, he does it in mosques, he knows how to draw a sword in the mosque like a madman.",,,negative,,2024-05-16T12:37:46.000Z,0,en,[],https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,https://www.facebook.com/AtakliCan/posts/pfbid02xpZt9qyjs4hoCkor63kYWhL48fkhoS7NfjtGM9QpdjxEGV2cGBU48BqZ7dYNQuzEl,"['The mosques', 'mosques', 'a sword', 'the mosque', 'a madman']",16/05/2024
689,Av. Mustafa Arslan Tokat Milletvekili,904878004983251,https://www.facebook.com/AvMustafaArslan,0,https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl,UzpfSTEwMDA2MzgzMTc4NTgxMTo5MDQ4NzgwMDQ5ODMyNTE6OTA0ODc4MDA0OTgzMjUx,facebook,admin post hashtag,"Public statements from our Treasury and Finance Minister, Mr. Mehmet Simsek",,,positive,,2024-05-13T16:32:30.000Z,68,en,[],https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl,https://www.facebook.com/AvMustafaArslan,"['Public statements', 'Treasury', 'Finance Minister', 'Mr. Mehmet Simsek']",13/05/2024
690,904878004983251,Y29tbWVudDo5MDQ4NzgwMDQ5ODMyNTFfMTYyMzMwMTQwODQyOTQzNA==,Bünyamin Al,0,https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl?comment_id=1623301408429434,Y29tbWVudDo5MDQ4NzgwMDQ5ODMyNTFfMTYyMzMwMTQwODQyOTQzNA==,facebook,comment hashtag,"Sy MP, all expenses made for the election must be halted. The mayors must not spend their father as their property. The employee of the state office must not receive a second salary of 1700. The pensioner who receives 10 is a minimum fee. However you spend your time at the state gate without working at all.",,,negative,,2024-05-13T18:10:37.000Z,5,en,[],https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl,https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl,"['Sy MP', 'all expenses', 'the election', 'The mayors', 'not spend', 'father', 'property', 'The employee', 'the state office', 'not receive', 'a second salary', 'The pensioner', 'a minimum fee', 'time', 'the state gate']",13/05/2024
691,904878004983251,Y29tbWVudDo5MDQ4NzgwMDQ5ODMyNTFfMTE5Mzc0NDYwNTMyMDc1OQ==,Ali Gezgin,0,https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl?comment_id=1193744605320759,Y29tbWVudDo5MDQ4NzgwMDQ5ODMyNTFfMTE5Mzc0NDYwNTMyMDc1OQ==,facebook,comment hashtag,Minimize the number of mayors in the district,,,negative,,2024-05-14T16:28:09.000Z,0,en,[],https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl,https://www.facebook.com/AvMustafaArslan/posts/pfbid0ncedPNaKhKNRvGoyBfa4MBbuMGGhavo9sWR69NJtzpVsXE95JuFFRqNTG2MfUVTrl,"['the number', 'mayors', 'the district']",14/05/2024
692,Gazete Yenigün,1056300606030436,https://www.facebook.com/izmirdeyenigun,0,https://www.facebook.com/izmirdeyenigun/posts/pfbid0WBTrGVFNtJa8rZ2zk95iixMzr5KQMrPwoPoWicbPnQ6jNR8YbZj2KW7ViTWR4TjWl,UzpfSTEwMDA0OTUxNTE5NzU4OToxMDU2MzAwNjA2MDMwNDM2OjEwNTYzMDA2MDYwMzA0MzY=,facebook,admin post hashtag,"The public austerity package is being announced (Treasure and Finance Minister Mehmet Simsek: We are limiting the cost of public employees. We will only bring the cost of getting a board fee from one place, which will be higher than wages.",,,negative,,2024-05-13T07:58:40.000Z,2,en,[],https://www.facebook.com/izmirdeyenigun/posts/pfbid0WBTrGVFNtJa8rZ2zk95iixMzr5KQMrPwoPoWicbPnQ6jNR8YbZj2KW7ViTWR4TjWl,https://www.facebook.com/izmirdeyenigun,"['The public austerity package', 'Treasure', 'Finance Minister Mehmet Simsek', 'the cost', 'public employees', 'only bring', 'the cost', 'a board fee', 'place', 'higher', 'wages']",13/05/2024
693,1056300606030436,Y29tbWVudDoxMDU2MzAwNjA2MDMwNDM2XzQ2MjQ2MjY0Mjk3MDUzNg==,Refik Kağanoğlu,0,https://www.facebook.com/izmirdeyenigun/posts/pfbid0WBTrGVFNtJa8rZ2zk95iixMzr5KQMrPwoPoWicbPnQ6jNR8YbZj2KW7ViTWR4TjWl?comment_id=462462642970536,Y29tbWVudDoxMDU2MzAwNjA2MDMwNDM2XzQ2MjQ2MjY0Mjk3MDUzNg==,facebook,comment hashtag,What about the support of political parties?,,,negative,,2024-05-13T09:21:55.000Z,0,en,[],https://www.facebook.com/izmirdeyenigun/posts/pfbid0WBTrGVFNtJa8rZ2zk95iixMzr5KQMrPwoPoWicbPnQ6jNR8YbZj2KW7ViTWR4TjWl,https://www.facebook.com/izmirdeyenigun/posts/pfbid0WBTrGVFNtJa8rZ2zk95iixMzr5KQMrPwoPoWicbPnQ6jNR8YbZj2KW7ViTWR4TjWl,"['the support', 'political parties']",13/05/2024
